Concept;Label;Language
https://kg.clinia.dev/taxo/default/InterventionsProducts#44e68812-a8de-4175-9210-b4ede76f8475;Sacrocolpopexy;en
https://kg.clinia.dev/taxo/default/Anatomy#954201c4-771c-49ae-bfd4-5fc0897e56bc;Sacroiliac joint;en
https://kg.clinia.dev/taxo/default/Anatomy#6468eb1a-a892-42bb-9ab9-725e80c252a5;Sacrospinalis;en
https://kg.clinia.dev/taxo/default/Anatomy#5c7000b3-a942-49f5-b5b1-e7994dcfafde;Sacrum;en
https://kg.clinia.dev/taxo/default/Anatomy#6accfe30-7bf4-4927-926b-9b134f536fe9;Sacrum;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#a40f5cc9-1f34-495e-b8e4-396c3de57fb0;Sadism;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#03699b63-1c31-4211-97c8-afda57cad312;Sadness;en
https://kg.clinia.dev/taxo/default/HealthServices#607f8003-1413-467e-ab69-799e389ff4ef;Safe disposal of unused medication;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#2656df7a-04f0-4680-bfc3-daedcb60b2e9;Safe driving;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#2b7ec322-523c-4b42-a523-23feff509a7c;Safe sex;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#7ab9aa7a-c320-4d96-a19e-06edecece770;Safe sex education;en
https://kg.clinia.dev/taxo/default/HealthServices#ed34612b-835c-4e1a-90f1-bcdce232ab35;Safer sex counseling;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#fb491e0a-cd82-4b46-8878-c41590d3bdcf;Safety eyeglasses;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#fb491e0a-cd82-4b46-8878-c41590d3bdcf;Safety glasses   ;en
https://kg.clinia.dev/taxo/default/HealthServices#797dbbd3-0bc8-46bd-ad5f-0575ecef8ba7;Safety planning;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#797dbbd3-0bc8-46bd-ad5f-0575ecef8ba7;Safety planning;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#9400d9ba-07a3-4234-ad44-bb6a31db8f3b;Sagging vagina;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#2316714e-16be-46e7-bcfc-6289af5e42a7;Sagittal split ramal osteotomy;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#13e20bcb-33b6-4b57-ba3f-45491687c78c;Saignement de l'utérus;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#13e20bcb-33b6-4b57-ba3f-45491687c78c;Saignement du vagin;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#13e20bcb-33b6-4b57-ba3f-45491687c78c;Saignement vaginal;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#c20501ba-c6fc-49db-a56d-40d77e930ba0;Salem sump tube;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#842ae31e-5ec8-4a3e-93b8-a5c6289d960d;Salicylic acid;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#1de2aa31-267b-428d-8ab8-59e8b1694255;Salicylic acid peel;en
https://kg.clinia.dev/taxo/default/Anatomy#57d54542-cf1e-4ee4-8802-a505a5c167be;Saliva;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#7619e0f3-de7a-4ed5-90a9-0469747959c3;Saliva sample;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#87a171c1-1aee-4a00-a396-146222fe8eac;Salivary calculi;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#c59db20b-abd8-4218-9616-678c723f3fb8;Salivary gland function scintigraphy;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#c59db20b-abd8-4218-9616-678c723f3fb8;Salivary gland scintigraphy;en
https://kg.clinia.dev/taxo/default/Anatomy#0bf1cc91-c8b3-4189-a36a-fe94875b3588;Salivary glands;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#7ed30138-abb0-4a9a-aa93-bf84d6d582d8;Salpingectomy;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#6a574e27-21bd-4c8e-b48e-e7bcc69fe056;Salpingitis;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#3a5f092b-50cc-4df9-8dbb-92ad901d83fc;Salpingo oophorectomy;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#3a5f092b-50cc-4df9-8dbb-92ad901d83fc;Salpingo-oophorectomy;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#6a634190-5383-4e86-b64f-8694a0d6887f;Salpingo-ovariolysis;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#4feb7487-ed4a-4ccf-b245-fdafa5284002;Salpingography;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#3a5f092b-50cc-4df9-8dbb-92ad901d83fc;Salpingooophorectomy ;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#bb85e37b-fc38-420c-950e-397f2846cfee;Salpingostomy;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#0e138957-dc14-4416-a3ef-18dfa4624e03;Salutogenesis;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#9a05941d-eed7-4b25-846e-84cb380491cd;Same sex family;en
https://kg.clinia.dev/taxo/default/HealthServices#ae462ba2-2afe-4b32-9461-c223bbf8221d;Same-day appointment;en
https://kg.clinia.dev/taxo/default/HealthServices#ae462ba2-2afe-4b32-9461-c223bbf8221d;Same-day clinic;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#451c72e6-0cc9-4a15-9e7f-7a562b847105;Sandplays;en
https://kg.clinia.dev/taxo/default/Anatomy#c9b2b934-5619-4872-afeb-a03d6114110b;Saphenous vein;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#d4093a0e-81a4-4f7b-934f-395d08ab5d94;Sarcoidosis;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#077dfb82-047b-49ba-baf0-73372cc4b3fe;Sarcoma;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#0a872cd5-2dc2-4035-be04-ace699c50ab9;Sarcopenia;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#b4618b1d-5896-45df-83f8-bae75111b55a;Scabies;en
https://kg.clinia.dev/taxo/default/Anatomy#83a6172f-4b00-4c67-8e0d-fb45e162bc6d;Scala media;en
https://kg.clinia.dev/taxo/default/Anatomy#624833e7-7ccc-4c83-875c-985841917e88;Scala tympani;en
https://kg.clinia.dev/taxo/default/Anatomy#6f054819-273a-4fac-ba02-dc986a41029a;Scala vestibuli;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#6cc9e1b1-96dc-4631-bd36-66cab964b49d;Scaling planing;en
https://kg.clinia.dev/taxo/default/Anatomy#44260a59-6eaa-4ee5-bee4-69cac27adf35;Scalp;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#99b14924-c5e3-4771-9342-24d6223c416e;Scalp dermatoses;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#b31425d1-5f78-4326-af53-247038ff7ab2;Scalp reduction;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#057a18fe-e65f-4b4e-83ea-4efe2db4ae1e;Scan;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#107bac34-0d42-410a-a472-ba36f5262f0d;Scanning laser polarimetry;en
https://kg.clinia.dev/taxo/default/Anatomy#037149d1-fda1-4041-b7f6-0dc09aa36af6;Scaphoid bone;en
https://kg.clinia.dev/taxo/default/Anatomy#5cff999e-60bf-429e-a299-0066fde871cc;Scapula;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#302afc68-6cf3-4d1f-aacc-1baca0fd1f80;Scar;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#d2278361-21ea-48ab-85b3-3d51eb955c9b;Scar revision;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#d2278361-21ea-48ab-85b3-3d51eb955c9b;Scar treatment;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#302afc68-6cf3-4d1f-aacc-1baca0fd1f80;Scarring;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#d4093a0e-81a4-4f7b-934f-395d08ab5d94;Schaumann disease;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#c32098f0-288f-479c-a923-1304e7501844;Schema-focused therapy;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#f1f07578-7895-43dc-8620-61b9f5bd08da;Schilling;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#f1f07578-7895-43dc-8620-61b9f5bd08da;Schilling test;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#bb7b100f-2ca5-4d99-9424-d0f7d093545e;Schirmer test;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#bb7b100f-2ca5-4d99-9424-d0f7d093545e;Schirmer's test;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#01690de8-a0a8-4ff1-ba69-b57cb6710bae;Schizoaffective disorder;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#d39113d3-e7d5-4d71-a018-4e41022b1ec8;Schizoid personality disorder;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#14938907-a52a-4122-a5c5-c33121d5e21b;Schizophrenia;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#8e607608-6ef6-48bd-b50c-5f1daee5733a;Schizotypal personality disorder;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#5aafe5bd-5431-466c-8720-254fec6a6bf2;School adjustment;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#04f2fa67-6ed6-4edd-b1cb-3e6ee9e7fef6;School dropout;en
https://kg.clinia.dev/taxo/default/HealthServices#bf17b59d-71d0-4d05-8d16-629dcacec3c7;School-based preventive dental care;en
https://kg.clinia.dev/taxo/default/HealthServices#3a379bc4-232d-4811-b753-10de5125279d;School-based vaccination;en
https://kg.clinia.dev/taxo/default/Anatomy#0adb7b97-cea6-4422-ae61-ba3a1df1e875;Sciatic nerve;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#5ff6fa6a-1ce8-4b8d-991e-3e46ca9dde9c;Sciatica;en
https://kg.clinia.dev/taxo/default/Professionals#86092ae2-6376-40db-84f9-4efe251175fd;ScienceProfessionals;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#1aa49ca9-dc67-43ad-bca4-13d0c6f2135c;Scintigraphie de la thyroïde;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#d4cba8f9-2384-4ad1-802c-87736f6d0134;Scintigraphy;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#b9bf126a-888c-41ab-adac-a926c42be364;Scintigraphy des glandes;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#ab2b7474-4170-4608-8d97-23f8cc4a136a;Scintimammography;en
https://kg.clinia.dev/taxo/default/Anatomy#c4cef8d7-6343-4d00-b859-09e2e5f8f1a9;Sclera;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#c2721844-33ed-41ba-871d-ede66c7c5da2;Scleral disease;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#3db5c454-896a-43de-85b8-2332ef744031;Scleral lens;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#9e8066f0-6b93-458b-b0e2-2e25e87a7212;Scleritis;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#7ce7b86d-0527-40e8-8cdb-f1e24a3d1118;Sclerocystic ovarian degeneration;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#7ce7b86d-0527-40e8-8cdb-f1e24a3d1118;Sclerocystic ovary syndrome;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#4a6f81c1-d4ef-47ea-b201-8d2812610380;Sclerostomy;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#3d95447a-882a-49ae-9922-ec8d1681f33c;Sclerotherapy;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#fb5afd20-d9ca-4cfb-a052-d7a5b0fa01ff;Scoliosis;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#392fcac0-6ff3-4363-9dca-45dca1f5e935;Scoliosis surgery;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#8282a5ca-a9c0-4aa4-987f-eab163acfd42;Scooters;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#45a5b781-686b-43ac-993b-3addd2e6b925;Scorpion venom;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#be1ed0da-d526-442b-8bf5-a4e0674e9a01;Scotch tape test;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#86183fbb-9881-47c4-8678-1d2580b3b8b4;Scotoma;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#d961e40d-2181-45d8-ba36-9af7e1a32640;Scrape biopsy;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#d2ffd942-eaf8-4aec-85a3-6899e91ee2f1;Screening;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#4e50b6d6-b627-4c72-bdbe-047a35481af9;Screening CT colonography;en
https://kg.clinia.dev/taxo/default/HealthServices#9f26e218-e96f-40d8-a66f-80fd435b6925;Screening for obvious dental cavities;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#8d87b6e7-cf92-4035-8a42-69effcc27934;ScreeningNursingActivities;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#e2c2fbcb-ba6b-4d7f-a202-de4d80496f96;Scrotal scintigraphy;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#77c2e073-ea0f-4408-b171-9220d5de7e55;Scrotal ultrasonography;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#77c2e073-ea0f-4408-b171-9220d5de7e55;Scrotal ultrasound;en
https://kg.clinia.dev/taxo/default/Anatomy#56c27b82-1b79-425f-86c9-cfa6eb115cb9;Scrotum;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#dc0dc769-8484-4ac7-8021-b30053e8daf7;Seafood allergy;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#a2ff41fc-76a0-4f85-94a0-ec4c9396639a;Sealants;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#2be53977-787a-4931-ba7a-4c7f7b42d8db;Seasonal affective disorder;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#2be53977-787a-4931-ba7a-4c7f7b42d8db;Seasonal depression;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#f9f8e089-ca91-4018-b118-783606d24e61;Sebaceous cyst;en
https://kg.clinia.dev/taxo/default/Anatomy#cafb9afa-9699-4c32-b25a-53be7f8618d0;Sebaceous glands;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#c0677ddd-3f46-4d28-b7a3-0516fd2ba8fc;Seborrheic dermatitis;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#584841a7-8aeb-40af-96e7-3314a382bf4c;Seborrheic keratosis;en
https://kg.clinia.dev/taxo/default/Anatomy#09ec85ce-e57d-47e4-be59-0cda6586b382;Sebum;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#91141a2d-0c7f-4249-82ac-a3b27a50cf12;Second generation antipsychotics;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#a2cc0107-6a48-4928-8fcd-d2569ebda78e;Second trimester ultrasound;en
https://kg.clinia.dev/taxo/default/HealthFacilities#5d01b1c6-5389-49fb-9ec7-289e95035ed5;Second-hand store;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#28bb1c94-2d28-4919-9599-267f35fd79fb;Secondary Meig's syndrome;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#befd118e-ccc5-48ed-afca-19ce18046faf;Secondary adrenal insufficiency;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#96a42d65-ced9-4e61-a134-76192208b834;Secondary hypertrophic osteoarthropathy;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#5e3d42db-e5b7-44c0-8c6e-37370232bd62;Secondary trauma;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#5e3d42db-e5b7-44c0-8c6e-37370232bd62;Secondary traumatic stress;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#5e3d42db-e5b7-44c0-8c6e-37370232bd62;Secondary traumatization;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#9eea9b2d-0275-4560-b6b7-1af65a50603e;Secretin pancreatic function test;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#9eea9b2d-0275-4560-b6b7-1af65a50603e;Secretin stimulation test;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#9eea9b2d-0275-4560-b6b7-1af65a50603e;Secretin test;en
https://kg.clinia.dev/taxo/default/Anatomy#26eae8a9-26d2-4803-8f2c-3d016375b0c2;Secretion;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#999dbd09-ed9b-4504-9634-9e2f2f44226a;Sedentary behavior;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#c4ea008e-828e-46da-90c3-b168e96c260c;Seizure;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#946a6e86-3f5b-46cc-b88b-746c4ea9bb88;Self Determination;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#cc160646-3567-4a76-8349-1869012b39e3;Self Injurious behavior;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#cc160646-3567-4a76-8349-1869012b39e3;Self Mutilation;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#c603f0bf-ca34-4b3c-9ddc-732cd0d7d3f6;Self concept;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#b9c6236d-6011-4091-b54b-b17232f24c92;Self cutting;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#cc160646-3567-4a76-8349-1869012b39e3;Self injury;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#d2a2c253-3e8b-4ebb-8160-6d9b99f6c5c6;Self management;en
https://kg.clinia.dev/taxo/default/HealthFacilities#0e8eb607-cd3a-4b60-b9d5-1675b5d9073e;Self-Help groups;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#cc160646-3567-4a76-8349-1869012b39e3;Self-Injurious behavior;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#672cdfb8-1c12-4893-92c6-6dd15223fdbf;Self-administration;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#0c860765-36f3-46a5-aed9-d678412b4aed;Self-blood pressure monitoring;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#d2a2c253-3e8b-4ebb-8160-6d9b99f6c5c6;Self-care;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#64b70c84-43df-44c4-9a04-31b7a9361f6e;Self-examination;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#b9c6236d-6011-4091-b54b-b17232f24c92;Self-harm;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#cc160646-3567-4a76-8349-1869012b39e3;Self-harm;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#d2a2c253-3e8b-4ebb-8160-6d9b99f6c5c6;Self-help;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#7c4f2b19-6948-4b47-a847-91d9617bc03a;Self-ligating braces;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#d455f389-9f4c-4304-b99c-6bc37788eef4;Self-medication;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#7c704b3e-a8dd-48e6-8de8-e00cae20bb1a;Self-monitoring of blood glucose;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#88d5686a-520e-4cfb-9b03-a5f652f765e2;Self-neglect;en
https://kg.clinia.dev/taxo/default/HealthFacilities#d0ceec5c-52e6-4935-af65-f1e9f803ec55;Self-sufficient private seniors' residence;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#299c4caa-8968-4d17-a8fd-401d5111d130;Self-testing;en
https://kg.clinia.dev/taxo/default/Anatomy#97e6c742-60b0-444a-b847-ff3d2b7cf564;Semen;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#0dae7c90-7c15-49cb-b8ed-30be91bb1973;Semen analysis;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#0dae7c90-7c15-49cb-b8ed-30be91bb1973;Semen quality analysis;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#c6a7d6e4-2b80-4be2-a0e2-52ce5a3b4bd5;Semi-insert earplug;en
https://kg.clinia.dev/taxo/default/HealthFacilities#c63828e3-a51c-4e35-a965-4cd3fe07cf3c;Semi-self-sufficient private seniors' residence;en
https://kg.clinia.dev/taxo/default/Anatomy#d915edd5-6e68-471c-b343-09949dc2f90c;Semilunar cartilage;en
https://kg.clinia.dev/taxo/default/Anatomy#59aec14d-52ab-4bcd-9987-6b2493bfd171;Seminal vesicles;en
https://kg.clinia.dev/taxo/default/Anatomy#ffd7113a-ef62-49c7-8db4-52627fc34065;Seminiferous tubules;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#0dae7c90-7c15-49cb-b8ed-30be91bb1973;Seminogram;en
https://kg.clinia.dev/taxo/default/Anatomy#fd6c0b3b-34ac-45d9-beaf-42c4d2133382;Semispinalis;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#f4a48251-28b9-4fbf-810b-82af2a653e11;Senile osteoporosis;en
https://kg.clinia.dev/taxo/default/Populations#2f74f04e-29ca-46c5-aca3-3ff0c38712c3;Senior;en
https://kg.clinia.dev/taxo/default/HealthServices#f8cfd515-5da8-4c5f-838c-c6c30ceb04bb;Senior services;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#b3dbd75a-c628-47a0-87c1-d67fd258f35b;Sensation;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#ea1f2c10-9bd2-4c5a-9f4b-a96f0a97e343;Sensation disorder;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#0e138957-dc14-4416-a3ef-18dfa4624e03;Sense of coherence;en
https://kg.clinia.dev/taxo/default/Anatomy#fa694262-c6b5-4bbc-a447-4cc175e03879;Sensorimotor cortex;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#3f4b3f50-27af-4ed0-b024-c77f3be2354d;Sensorineural hearing loss;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#76d50b15-c088-4619-b9cf-9e72e97acfdf;Sensory agnosia;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#cf6b81e0-8cd4-4c87-b2be-635d8f05ea58;Sensory ataxia;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#89b26b0b-415e-4798-9b61-74b1fcd2656d;Sensory deprivation;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#d2f3c234-2288-4a8d-85d6-704b7704d69a;Sensory feedback ;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#0e590bce-0cd6-413e-aa0b-3d095de39256;Sensory integration therapy;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#51e05377-d81d-4ea3-ae63-ff816960da73;Sensory motor performance;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#c7f57169-408d-429e-9797-30d2db38928a;Sensory processing;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#d707575a-c991-4373-ba9a-75e38302cfba;Sensory processing assessment;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#0e590bce-0cd6-413e-aa0b-3d095de39256;Sensory readaptation;en
https://kg.clinia.dev/taxo/default/Anatomy#13f69a08-7439-4356-bc03-7bb480a789df;Sensory receptor cells;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#6a1f29dd-4906-4832-8d89-74ea7eca4b51;Sensory thresholds;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#14f912d6-99ae-4851-b9ed-314224177a09;Sentinal node;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#14f912d6-99ae-4851-b9ed-314224177a09;Sentinel lymph node;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#488d42b3-ab94-4237-b671-771f941c53b1;Sentinel lymph node biopsy;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#488d42b3-ab94-4237-b671-771f941c53b1;Sentinel lymph node dissection;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#c747bb2b-85f2-4e76-b00d-198d41ec47ea;Sentinel node mapping;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#dc53a2a1-dcd0-4c43-b572-2fe06bc15f5e;Separation anxiety;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#ada8d1ba-b375-45bb-acf0-1ce8767a8f9b;Sepsis;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#1924491c-47c3-4bba-bb16-834686abe432;Septal myectomy;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#911267aa-65e6-435b-890f-98bc1cef7832;Septate uterus;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#3ef77274-b649-4025-8fd1-a756df833038;Septic abortion;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#e2347086-004d-4cbe-9031-732d04d2d406;Septic arthritis;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#f64536c8-6440-4216-8850-e704972583fc;Septic arthritis diagnosis;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#788bca1e-7aca-47c7-8041-e4980eb54b96;Septic bursitis;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#2aeb1996-5b71-4687-9ada-2f08d8480cf5;Septic shock;en
https://kg.clinia.dev/taxo/default/Anatomy#3afe3481-9cf7-4c98-b719-2e8ac4bd86a1;Septum of brain;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#c54db745-414e-416c-a97d-22fabed54223;Serial learning;en
https://kg.clinia.dev/taxo/default/ConditionsSymptomsFactors#8d5142b4-6e1b-4ded-906c-6c757b519aae;Serious mental illness;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#a893f3a9-9b4a-4dd5-b7d6-bd7281ad8c26;Serologic test;en
https://kg.clinia.dev/taxo/default/HealthFacilities#c01b9dae-7335-4b7f-b1b5-95ff5676012a;Serology laboratory;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#42ea5a82-d938-4a13-b336-627348236653;SerologyPanel;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#87ecb96f-ebb6-4d79-bb7d-98ec81d79840;Seroquel;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#cc71aec5-3731-41b7-954d-fbb985d8328d;Serotherapy;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#5f0a529d-1f2d-474a-a196-9c5ae8f46e30;Serotyping;en
https://kg.clinia.dev/taxo/default/Anatomy#a5c214fb-88c8-4920-b10d-e1863732c408;Serous membrane;en
https://kg.clinia.dev/taxo/default/Anatomy#ae5a22bf-4922-4bd0-9821-3242109e40d4;Serratus posterior inferior;en
https://kg.clinia.dev/taxo/default/Anatomy#fea54567-88a1-48bc-8817-1a8571a78323;Serratus posterior superior;en
https://kg.clinia.dev/taxo/default/Anatomy#1b467204-f9f2-4c5f-9293-dc7333241e87;Sertoli cells;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#8a9138aa-3b9a-4b39-b042-708022a90178;Sertraline;en
https://kg.clinia.dev/taxo/default/Anatomy#1c12f306-c195-4c80-a57c-cca4ec6ad107;Serum;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#5c26a5d6-9b40-4845-99ca-97090075c923;Serum creatinine;en
https://kg.clinia.dev/taxo/default/InterventionsProducts#6b2d2d61-c749-4c6e-9c73-9bbdd27fd1eb;Serum sample;en
