,Corpus,Expression,Structure syntaxique,Fréquence,isMeSHTerm,MeSHID,MesH_prefLabel_fr,MesH_prefLabel_en,isTaxoTerm
30502,doctissimo,souhaite courage,VER:pres NOM,4,False,,,,False
30503,doctissimo,vraiment espoir,ADV NOM,3,False,,,,False
30506,doctissimo,taux fsh,NOM ADJ,3,False,,,,False
30509,doctissimo,ménopause précoce ...,NOM ADJ PUN,3,False,,,,False
30510,doctissimo,gygy spécialisé,NOM VER:pper,4,False,,,,False
30517,doctissimo,charente maritime,NOM ADJ,4,False,,,,False
30518,doctissimo,faire les boutiques,VER:infi DET:ART NOM,5,False,,,,False
30521,doctissimo,faire le déplacement,VER:infi DET:ART NOM,3,False,,,,False
30524,doctissimo,trompe gauche,VER:pres ADJ,13,False,,,,False
30525,doctissimo,vraiment éprouvant,ADV ADJ,3,False,,,,False
30526,doctissimo,passer rapidement,VER:infi ADV,5,False,,,,False
30528,doctissimo,semaines jai,NOM VER:simp,4,False,,,,False
30531,doctissimo,douloureuse au toucher,ADJ PRP:det NOM,4,False,,,,False
30534,doctissimo,forcément grave,ADV ADJ,6,False,,,,False
30535,doctissimo,médecin géné,NOM ADJ,6,False,,,,False
30543,doctissimo,test cardiaque,NOM ADJ,4,False,,,,False
30544,doctissimo,test de la vue,NOM PRP DET:ART NOM,3,False,,,,False
30546,doctissimo,donnent des douleurs,VER:pres PRP:det NOM,3,False,,,,False
30547,doctissimo,mal hier,ADV VER:infi,3,False,,,,False
30550,doctissimo,soutien moral,NOM ADJ,7,False,,,,False
30551,doctissimo,avance bonne,NOM ADJ,3,False,,,,False
30556,doctissimo,prendre une pillule,VER:infi DET:ART NOM,3,False,,,,False
30564,doctissimo,envie soudaine,NOM ADJ,4,False,,,,False
30582,doctissimo,régler le problème,VER:infi DET:ART NOM,16,False,,,,False
30587,doctissimo,dizaine de minutes,NOM PRP NOM,5,False,,,,False
30588,doctissimo,discussion autour,NOM ADV,3,False,,,,False
30591,doctissimo,plusieur foi,ADJ NOM,3,False,,,,False
30594,doctissimo,sens trés,NOM ADJ,4,False,,,,False
30597,doctissimo,long à venir,NOM PRP VER:infi,3,False,,,,False
30599,doctissimo,penser à aller,VER:infi PRP VER:infi,3,False,,,,False
30608,doctissimo,c\'est invivable,NOM ADJ,7,False,,,,False
30609,doctissimo,jamais quelqu\'un,ADV ADJ,3,False,,,,False
30615,doctissimo,prise de certains médicaments,NOM PRP PRO:IND NOM,5,False,,,,False
30616,doctissimo,cas le médecin,NOM DET:ART NOM,5,False,,,,False
30617,doctissimo,attention à l'alimentation,NOM PRP DET:ART NOM,4,False,,,,False
30620,doctissimo,extrêmement fatigué,ADV VER:pper,5,False,,,,False
30622,doctissimo,prise d'un médicament,NOM PRP DET:ART NOM,6,False,,,,False
30627,doctissimo,patience lol,NOM ADJ,3,False,,,,False
30639,doctissimo,déjà appelé,ADV VER:pper,3,False,,,,False
30641,doctissimo,test digital,NOM ADJ,6,False,,,,False
30643,doctissimo,petites puces,ADJ NOM,8,False,,,,False
30647,doctissimo,déjà des symptômes,ADV PRP:det NOM,8,False,,,,False
30648,doctissimo,pds taux,ADJ NOM,15,False,,,,False
30654,doctissimo,retard de régle,NOM PRP NOM,3,False,,,,False
30661,doctissimo,savoir précisément,VER:infi ADV,3,False,,,,False
30677,doctissimo,test demain matin,NOM ADV NOM,7,False,,,,False
30680,doctissimo,question sur le forum,NOM PRP DET:ART NOM,3,False,,,,False
30681,doctissimo,forum url-remplacée,NOM ADJ,3,False,,,,False
30683,doctissimo,sensations de brulures,NOM PRP NOM,11,False,,,,False
30685,doctissimo,sentie mal,VER:pper ADV,3,False,,,,False
30687,doctissimo,fatigue et douleurs,NOM KON NOM,3,False,,,,False
30689,doctissimo,trouble visuel,ADJ ADJ,3,False,,,,True
30700,doctissimo,tampons hygiéniques,NOM ADJ,4,True,D052576,Produits d'hygiène pour la menstruation,Menstrual Hygiene Products,False
30703,doctissimo,noms des médicaments,NOM PRP:det NOM,3,False,,,,False
30707,doctissimo,infection chronique,NOM ADJ,6,False,,,,False
30711,doctissimo,culottes en coton,NOM PRP ADJ,3,False,,,,False
30712,doctissimo,toilette intime,NOM ADJ,12,False,,,,False
30715,doctissimo,donner une adresse,VER:infi DET:ART NOM,6,False,,,,False
30720,doctissimo,vie sexuelle normale,NOM ADJ ADJ,3,False,,,,False
30721,doctissimo,sexuelle normale,ADJ ADJ,4,False,,,,False
30722,doctissimo,vrai calvaire,ADJ NOM,14,False,,,,False
30733,doctissimo,eau gazeuse,NOM ADJ,6,True,D061545,Eau gazeuse,Carbonated Water,False
30734,doctissimo,produits qu',NOM PRO:REL,4,False,,,,False
30741,doctissimo,mère l\'a,NOM VER:simp,3,False,,,,False
30743,doctissimo,aujourd\'hui j\'en,NOM ADJ,5,False,,,,False
30748,doctissimo,film gras,NOM ADJ,4,False,,,,False
30750,doctissimo,liste des ingrédients,NOM PRP:det NOM,6,False,,,,False
30751,doctissimo,herpès génital,NOM ADJ,3,True,D006558,Herpès génital,Herpes Genitalis,True
30755,doctissimo,joindre des photos,VER:infi PRP:det NOM,4,False,,,,False
30762,doctissimo,crois qu\'il n\'y,VER:pres ADJ NOM,3,False,,,,False
30764,doctissimo,tirer profit,VER:infi NOM,4,False,,,,False
30766,doctissimo,temps de te répondre,NOM PRP PRO:PER VER:infi,4,False,,,,False
30770,doctissimo,string jetable,NOM ADJ,3,False,,,,False
30771,doctissimo,impression d\'avoir,NOM NOM,5,False,,,,False
30774,doctissimo,cadre d\'une,NOM ADJ,7,False,,,,False
30775,doctissimo,d\'une activité,ADJ NOM,3,False,,,,False
30776,doctissimo,prise de confiance,NOM PRP NOM,3,False,,,,False
30777,doctissimo,mal à l\'aise,ADV PRP NOM,17,False,,,,False
30778,doctissimo,c\'est une réaction,NOM DET:ART NOM,3,False,,,,False
30779,doctissimo,réaction physique,NOM ADJ,3,False,,,,False
30781,doctissimo,mal fini,ADV VER:pper,6,False,,,,False
30782,doctissimo,j\'en ai essayé,NOM VER:pres VER:pper,5,False,,,,False
30784,doctissimo,veux pas qu\'on,VER:pres ADV NOM,3,False,,,,False
30786,doctissimo,c\'est un massage,NOM DET:ART NOM,3,False,,,,False
30787,doctissimo,moment de faire,NOM PRP VER:infi,9,False,,,,False
30790,doctissimo,tête aux pieds,NOM PRP:det NOM,13,False,,,,False
30791,doctissimo,niveau des hanches,NOM PRP:det NOM,3,False,,,,False
30793,doctissimo,table de massage,NOM PRP NOM,8,False,,,,False
30795,doctissimo,provoquer une gêne,VER:infi DET:ART NOM,3,False,,,,False
30803,doctissimo,d\'une manière,ADJ NOM,7,False,,,,False
30810,doctissimo,fosses nasales,NOM ADJ,3,True,D009296,Fosse nasale,Nasal Cavity,False
30814,doctissimo,petit tube,ADJ NOM,5,False,,,,False
30817,doctissimo,scanner des sinus,NOM PRP:det NOM,11,False,,,,False
30818,doctissimo,amygdales linguales,NOM ADJ,3,False,,,,False
30822,doctissimo,mois le temps,NOM DET:ART NOM,7,False,,,,False
30824,doctissimo,test respiratoire,NOM ADJ,11,False,,,,False
30835,doctissimo,arrêt jusqu',NOM PRP,7,False,,,,False
30838,doctissimo,groupe de discussion,NOM PRP NOM,8,False,,,,True
30840,doctissimo,petit message de soutien,ADJ NOM PRP NOM,3,False,,,,False
30846,doctissimo,bout de plusieurs semaines,NOM PRP PRO:IND NOM,3,False,,,,False
30850,doctissimo,évolution normale,NOM ADJ,3,False,,,,False
30851,doctissimo,vieux sang,ADJ NOM,6,False,,,,False
30860,doctissimo,moral au fond,NOM PRP:det NOM,3,False,,,,False
30864,doctissimo,peau grasse,NOM ADJ,23,False,,,,True
30866,doctissimo,laser yag,NOM NOM,3,False,,,,False
30867,doctissimo,qu\'on commence,NOM VER:pres,3,False,,,,False
30869,doctissimo,autour de la bouche,ADV PRP DET:ART NOM,6,False,,,,False
30870,doctissimo,sortes de produits,NOM PRP NOM,3,False,,,,False
30871,doctissimo,fleur de lys,NOM PRP NOM,4,False,,,,False
30873,doctissimo,ordonnance renouvelable,NOM ADJ,3,False,,,,False
30875,doctissimo,appliquer le soir,VER:infi DET:ART NOM,4,False,,,,False
30877,doctissimo,net net,ADV ADJ,3,False,,,,False
30879,doctissimo,gel nettoyant,NOM VER:ppre,5,False,,,,False
30881,doctissimo,ans à l'époque,NOM PRP DET:ART NOM,6,False,,,,False
30883,doctissimo,jet dentaire,NOM ADJ,10,False,,,,False
30885,doctissimo,médicaments prescrits,NOM VER:pper,9,False,,,,False
30888,doctissimo,suivi à la lettre,VER:pper PRP DET:ART NOM,3,False,,,,False
30890,doctissimo,point de suture,NOM PRP NOM,5,False,,,,False
30897,doctissimo,témoignage sur internet,NOM PRP NOM,3,False,,,,False
30900,doctissimo,catégorie santé,NOM NOM,3,False,,,,False
30903,doctissimo,prendre au pied,VER:infi PRP:det NOM,3,False,,,,False
30904,doctissimo,pied de la lettre,NOM PRP DET:ART NOM,3,False,,,,False
30908,doctissimo,dent de sagesse,NOM PRP NOM,19,True,D008964,Dent de sagesse,"Molar, Third",True
30909,doctissimo,prescrit du doliprane,VER:pper PRP:det NOM,3,False,,,,False
30917,doctissimo,brosse à dent,NOM PRP NOM,12,False,,,,False
30925,doctissimo,d\'un ongle,ADJ NOM,5,False,,,,False
30927,doctissimo,énormément souffrir,ADV VER:infi,3,False,,,,False
30928,doctissimo,l\'anesthésie n\'a,NOM VER:simp,3,False,,,,False
30929,doctissimo,l\'opération n\'a,NOM VER:simp,3,False,,,,False
30931,doctissimo,gros pansement,ADJ NOM,7,False,,,,False
30934,doctissimo,douleurs particulières,NOM ADJ,6,False,,,,False
30935,doctissimo,mal au pied,ADV PRP:det NOM,3,False,,,,False
30942,doctissimo,opérer d'un ongle,VER:infi PRP DET:ART NOM,4,False,,,,False
30951,doctissimo,sentir la douleur,VER:infi DET:ART NOM,5,False,,,,False
30957,doctissimo,j\'en ai pris,NOM VER:pres VER:pper,7,False,,,,False
30960,doctissimo,crise d'épilepsie,NOM PRP NOM,13,False,,,,False
30963,doctissimo,qu\'une pilule,ADJ NOM,4,False,,,,False
30966,doctissimo,demander l\'avis,VER:infi VER:pper,5,False,,,,False
30975,doctissimo,l\'instant j\'ai,NOM VER:simp,7,False,,,,False
30978,doctissimo,chirurgien spécialisé,NOM VER:pper,6,False,,,,False
30979,doctissimo,j\'ai eu des douleurs,NOM VER:pper PRP:det NOM,7,False,,,,False
30982,doctissimo,ongles incarnés,NOM VER:pper,9,False,,,,False
30987,doctissimo,danse classique,NOM ADJ,7,False,,,,False
30988,doctissimo,temps après l'opération,NOM PRP DET:ART NOM,4,False,,,,False
31002,doctissimo,donner rdv,VER:infi VER:pper,3,False,,,,False
31004,doctissimo,temps perdu,NOM VER:pper,8,False,,,,False
31006,doctissimo,gros bandage,ADJ NOM,3,False,,,,False
31010,doctissimo,petite incision,ADJ NOM,4,False,,,,False
31014,doctissimo,passer sur la table,VER:infi PRP DET:ART NOM,3,False,,,,False
31017,doctissimo,paire de chaussure,NOM PRP NOM,3,False,,,,False
31018,doctissimo,semaine le médecin,NOM DET:ART NOM,3,False,,,,False
31029,doctissimo,grossesse actuelle,NOM ADJ,3,False,,,,False
31033,doctissimo,envisager une grossesse,VER:infi DET:ART NOM,5,False,,,,False
31036,doctissimo,douleurs insupportables,NOM ADJ,10,False,,,,False
31038,doctissimo,prendre le taureau,VER:infi DET:ART NOM,4,False,,,,False
31039,doctissimo,principe qu',NOM PRO:REL,8,False,,,,False
31041,doctissimo,taureau par les cornes,NOM PRP DET:ART NOM,5,False,,,,False
31048,doctissimo,grande fan,ADJ NOM,6,False,,,,False
31054,doctissimo,séjour à la mater,NOM PRP DET:ART NOM,3,False,,,,False
31058,doctissimo,roi lion,NOM NOM,3,False,,,,False
31064,doctissimo,courant en espérant,NOM PRP VER:ppre,3,False,,,,False
31068,doctissimo,faire un travail,VER:infi DET:ART NOM,9,False,,,,False
31072,doctissimo,colonne vertebrale,NOM ADJ,8,False,,,,False
31078,doctissimo,tiraillements dans le bas du ventre,NOM PRP DET:ART NOM PRP:det NOM,5,False,,,,False
31079,doctissimo,grosses nausées,ADJ NOM,14,False,,,,False
31080,doctissimo,nausées le matin,NOM DET:ART NOM,5,False,,,,False
31083,doctissimo,fonctionner normalement,VER:infi ADV,6,False,,,,False
31087,doctissimo,ptit coucou,ADJ NOM,6,False,,,,False
31096,doctissimo,recevoir les résultats,VER:infi DET:ART NOM,10,False,,,,False
31099,doctissimo,super mal aux seins,ADJ NOM PRP:det NOM,3,False,,,,False
31109,doctissimo,cata lol,NOM ADJ,3,False,,,,False
31110,doctissimo,rentre du boulot,VER:pres PRP:det NOM,8,False,,,,False
31130,doctissimo,peur de faire une fausse,NOM PRP VER:infi DET:ART ADJ,3,False,,,,False
31133,doctissimo,enceinte sous stérilet,NOM PRP NOM,3,False,,,,False
31146,doctissimo,petits mois,ADJ NOM,4,False,,,,False
31150,doctissimo,douleurs post-opératoires,NOM ADJ,8,False,,,,False
31152,doctissimo,mauvaise chute,ADJ NOM,6,False,,,,False
31153,doctissimo,rentrée en clinique,VER:pper PRP NOM,3,False,,,,False
31155,doctissimo,mois jour,NOM NOM,3,False,,,,False
31158,doctissimo,vie presque,NOM ADV,4,False,,,,False
31160,doctissimo,semaines d'immobilisation,NOM PRP NOM,5,False,,,,False
31161,doctissimo,immobilisation totale,NOM ADJ,3,False,,,,False
31166,doctissimo,totalement fiable,ADV ADJ,4,False,,,,False
31171,doctissimo,.le chirurgien,ADJ NOM,5,False,,,,False
31174,doctissimo,tendre complètement,VER:infi ADV,4,False,,,,False
31175,doctissimo,séance de kiné,NOM PRP NOM,21,False,,,,False
31177,doctissimo,témoignage pourra,NOM VER:futu,7,False,,,,False
31178,doctissimo,mois pour récupérer,NOM PRP VER:infi,4,False,,,,False
31185,doctissimo,raison de le faire,NOM PRP PRO:PER VER:infi,3,False,,,,False
31189,doctissimo,primo vaccination,ADV NOM,3,False,,,,False
31192,doctissimo,rapports sexuels non protégés,NOM ADJ ADV VER:pper,4,True,D047568,Rapports sexuels non protégés,Unsafe Sex,False
31193,doctissimo,sexuels non protégés,ADJ ADV VER:pper,4,False,,,,False
31194,doctissimo,révélé positif,VER:pper ADJ,4,False,,,,False
31201,doctissimo,crème pour les mains,NOM PRP DET:ART NOM,3,False,,,,False
31202,doctissimo,film plastique,NOM ADJ,7,False,,,,False
31203,doctissimo,lingettes désinfectantes,NOM ADJ,3,False,,,,False
31208,doctissimo,bourse à pasteur,NOM PRP NOM,4,True,D029687,Capsella,Capsella,False
31211,doctissimo,douleurs au bas ventre,NOM PRP:det ADJ NOM,10,False,,,,False
31213,doctissimo,sens pas super,VER:pres ADV ADJ,4,False,,,,False
31219,doctissimo,envie de venir,NOM PRP VER:infi,7,False,,,,False
31221,doctissimo,cycle sous traitement,NOM PRP NOM,3,False,,,,False
31223,doctissimo,dernières nuits,ADJ NOM,3,False,,,,False
31226,doctissimo,fin du cycle,NOM PRP:det NOM,5,False,,,,False
31229,doctissimo,légère perte,ADJ NOM,7,False,,,,False
31230,doctissimo,jours d'avance,NOM PRP NOM,4,False,,,,False
31232,doctissimo,moment de repos,NOM PRP NOM,3,False,,,,False
31233,doctissimo,bonne bouteille,ADJ NOM,3,False,,,,False
31236,doctissimo,posé de question,VER:pper PRP NOM,5,False,,,,False
31238,doctissimo,envie d\'être,NOM ADJ,6,False,,,,False
31243,doctissimo,année derniè,NOM ADJ,3,False,,,,False
31246,doctissimo,jours et nuits,NOM KON NOM,4,False,,,,False
31249,doctissimo,perturbateurs endocriniens,ADJ ADJ,3,True,D052244,Perturbateurs endocriniens,Endocrine Disruptors,False
31250,doctissimo,petit bassin,ADJ ADJ,7,True,D057892,Pelvis minor,Lesser Pelvis,False
31252,doctissimo,pti coucou,ADJ NOM,3,False,,,,False
31256,doctissimo,moment j\'ai,NOM VER:simp,17,False,,,,False
31257,doctissimo,corps n\'a,NOM VER:simp,3,False,,,,False
31265,doctissimo,faire des mèches,VER:infi PRP:det NOM,4,False,,,,False
31266,doctissimo,faire cour,VER:infi NOM,3,False,,,,False
31268,doctissimo,châtain foncé,NOM ADJ,4,False,,,,False
31272,doctissimo,jolie couleur,ADJ NOM,3,False,,,,False
31273,doctissimo,remontée de couleur,NOM PRP NOM,3,False,,,,False
31275,doctissimo,blond foncé,NOM ADJ,6,False,,,,False
31276,doctissimo,chatain clair,NOM ADJ,5,False,,,,False
31277,doctissimo,vert kaki,ADJ ADJ,3,False,,,,False
31278,doctissimo,reflets verts,NOM ADJ,7,False,,,,False
31280,doctissimo,appareils auditifs,NOM ADJ,16,True,D006310,Aides auditives,Hearing Aids,False
31286,doctissimo,jamais cassé,ADV ADJ,3,False,,,,False
31289,doctissimo,contour d'oreille,NOM PRP NOM,3,False,,,,True
31294,doctissimo,embouts moulés,NOM VER:pper,3,False,,,,False
31306,doctissimo,c\'est dingue,NOM ADJ,9,False,,,,False
31312,doctissimo,faire d\'autres,VER:infi NOM,7,False,,,,False
31319,doctissimo,forme ovale,NOM ADJ,3,False,,,,False
31322,doctissimo,derniers mois ...,ADJ NOM PUN,3,False,,,,False
31323,doctissimo,mal au crane,NOM PRP:det VER:pres,11,False,,,,False
31328,doctissimo,prendre des cachets,VER:infi PRP:det NOM,5,False,,,,False
31329,doctissimo,niveau mondial,NOM ADJ,4,False,,,,False
31332,doctissimo,d\'un mariage,ADJ NOM,3,False,,,,False
31335,doctissimo,ben voila,NOM VER:simp,9,False,,,,False
31339,doctissimo,etat de santé,NOM PRP NOM,5,False,,,,False
31341,doctissimo,accélérer le processus,VER:infi DET:ART NOM,3,False,,,,False
31343,doctissimo,prise de sang pour contrôler,NOM PRP NOM PRP VER:infi,4,False,,,,False
31344,doctissimo,sang pour contrôler,NOM PRP VER:infi,5,False,,,,False
31350,doctissimo,point de départ,NOM PRP NOM,12,False,,,,False
31356,doctissimo,taux etait,NOM VER:impf,4,False,,,,False
31357,doctissimo,.tu parles,NAM VER:pres,3,False,,,,False
31363,doctissimo,cas d\'un,NOM ADJ,4,False,,,,False
31376,doctissimo,helicobacter pylori,NOM ADJ,12,True,D016480,Helicobacter pylori,Helicobacter pylori,True
31378,doctissimo,insuffisance pancréatique,NOM ADJ,6,False,,,,False
31379,doctissimo,insuffisance pancréatique exocrine,NOM ADJ ADJ,4,True,D010188,Insuffisance pancréatique exocrine,Exocrine Pancreatic Insufficiency,False
31380,doctissimo,pancréatique exocrine,ADJ ADJ,4,False,,,,False
31381,doctissimo,diarrhée chronique,NOM ADJ,4,False,,,,False
31382,doctissimo,suivie à l'hôpital,VER:pper PRP DET:ART NOM,6,False,,,,False
31408,doctissimo,apparaissent de temps,VER:pres PRP NOM,3,False,,,,False
31412,doctissimo,sucre blanc,NOM ADJ,5,False,,,,False
31422,doctissimo,noir et blanc,ADJ KON ADJ,12,False,,,,False
31424,doctissimo,pleins d\'autres,ADJ NOM,4,False,,,,False
31427,doctissimo,jai du mal,NOM PRP:det NOM,7,False,,,,False
31432,doctissimo,crème anti,NOM ADJ,7,False,,,,False
31433,doctissimo,réponse arrive,NOM VER:pres,3,False,,,,False
31434,doctissimo,arnaque totale,NOM ADJ,3,False,,,,False
31440,doctissimo,dure à peine,VER:pres PRP NOM,3,False,,,,False
31441,doctissimo,également trouvé,ADV VER:pper,3,False,,,,False
31443,doctissimo,bonjour monsieur,NOM NOM,6,False,,,,False
31446,doctissimo,filles qu',NOM PRO:REL,5,False,,,,False
31452,doctissimo,essayé pleins,VER:pper ADJ,9,False,,,,False
31453,doctissimo,vraiment belle,ADV ADJ,5,False,,,,False
31461,doctissimo,hauteur utérine,NOM ADJ,7,False,,,,False
31462,doctissimo,mal tournée,ADV VER:pper,3,False,,,,False
31466,doctissimo,hate de voir les photos,NOM PRP VER:infi DET:ART NOM,4,False,,,,False
31471,doctissimo,club des mamans,NOM PRP:det NOM,3,False,,,,False
31473,doctissimo,etait terrible,VER:impf ADJ,3,False,,,,False
31479,doctissimo,trouver de l'aide,VER:infi PRP DET:ART NOM,9,False,,,,False
31483,doctissimo,d\'une personne à l\'autre,ADJ NOM PRP NOM,7,False,,,,False
31484,doctissimo,nom d\'une,NOM ADJ,5,False,,,,False
31486,doctissimo,boutiques bio,NOM ADJ,3,False,,,,False
31498,doctissimo,boire de la tisane,VER:infi PRP DET:ART NOM,3,False,,,,False
31502,doctissimo,jamais revenu,ADV VER:pper,8,False,,,,False
31503,doctissimo,qu\'au visage,NOM NOM,3,False,,,,False
31504,doctissimo,séance d'une heure,NOM PRP DET:ART NOM,3,False,,,,False
31505,doctissimo,recherche des anticorps,NOM PRP:det NOM,3,False,,,,False
31506,doctissimo,injection du vaccin,NOM PRP:det NOM,9,False,,,,False
31520,doctissimo,dosage des anticorps,NOM PRP:det NOM,4,False,,,,False
31522,doctissimo,anticorps anti-hbs,NOM NOM,3,False,,,,False
31524,doctissimo,calendrier vaccinal,NOM ADJ,6,True,D007115,Calendrier vaccinal,Immunization Schedule,True
31528,doctissimo,post hier,NOM ADV,3,False,,,,False
31533,doctissimo,inscrite à la maternité,VER:pper PRP DET:ART NOM,3,False,,,,False
31539,doctissimo,cas félicitations,NOM NOM,7,False,,,,False
31542,doctissimo,jour de noel,NOM PRP ADJ,4,False,,,,False
31545,doctissimo,pris de rdv,VER:pper PRP NOM,3,False,,,,False
31546,doctissimo,rdv chez la gyné,NOM PRP DET:ART NOM,3,False,,,,False
31547,doctissimo,allé chez le médecin,VER:pper PRP DET:ART NOM,14,False,,,,False
31554,doctissimo,douce amie,ADJ ADJ,10,False,,,,False
31564,doctissimo,bonjour douce,NOM ADJ,3,False,,,,False
31565,doctissimo,bonjour douce amie,NOM ADJ ADJ,3,False,,,,False
31568,doctissimo,heureux anniversaire,ADJ NOM,5,False,,,,False
31569,doctissimo,gardes espoir,VER:pres NOM,3,False,,,,False
31588,doctissimo,prescrire un irm,VER:infi DET:ART NOM,4,False,,,,False
31589,doctissimo,trouve pas grand,VER:pres ADV ADJ,6,False,,,,False
31593,doctissimo,enlever le kyste,VER:infi DET:ART NOM,3,False,,,,False
31594,doctissimo,refaire une irm,VER:infi DET:ART NOM,3,False,,,,False
31596,doctissimo,soutien psychologique,NOM ADJ,3,False,,,,False
31607,doctissimo,liée au stress,VER:pper PRP:det NOM,4,False,,,,False
31608,doctissimo,ancienne patiente,ADJ NOM,3,False,,,,False
31611,doctissimo,études de médecine,NOM PRP NOM,3,False,,,,False
31614,doctissimo,vraiment grosse,ADV ADJ,5,False,,,,False
31617,doctissimo,mal à me concentrer,NOM PRP PRO:PER VER:infi,11,False,,,,False
31619,doctissimo,envie de retrouver,NOM PRP VER:infi,5,False,,,,False
31622,doctissimo,suffisamment solide,ADV ADJ,3,False,,,,False
31625,doctissimo,crois qu\'elle,VER:pres NOM,7,False,,,,False
31629,doctissimo,temps ... .je,NOM PUN ADJ,4,False,,,,False
31630,doctissimo,demi vie,ADJ NOM,7,True,,,,False
31636,doctissimo,dangereux pour la santé,ADJ PRP DET:ART NOM,11,False,,,,False
31637,doctissimo,réussi à diminuer,VER:pper PRP VER:infi,3,False,,,,False
31639,doctissimo,forum alcool,NOM NOM,3,False,,,,False
31640,doctissimo,soucis familiaux,NOM ADJ,3,False,,,,False
31643,doctissimo,ventre le soir,NOM DET:ART NOM,4,False,,,,False
31645,doctissimo,enfants grandissent,NOM VER:pres,4,False,,,,False
31656,doctissimo,sha allah,VER:simp NOM,3,False,,,,False
31657,doctissimo,col bouge,NOM VER:pres,5,False,,,,False
31659,doctissimo,coups de pieds,NOM PRP NOM,6,False,,,,False
31664,doctissimo,n\'aime pas qu\'on,VER:pres ADV NOM,3,False,,,,False
31667,doctissimo,positifs ou négatifs,ADJ KON ADJ,3,False,,,,False
31676,doctissimo,trouvé de solution,VER:pper PRP NOM,12,False,,,,False
31678,doctissimo,jours par cycle,NOM PRP NOM,3,False,,,,False
31679,doctissimo,arrêt de pilule,NOM PRP NOM,10,False,,,,False
31682,doctissimo,soucis ont commencé,NOM VER:pres VER:pper,4,False,,,,False
31687,doctissimo,prélèvements vaginaux,NOM ADJ,3,False,,,,False
31690,doctissimo,mettre des mots,VER:infi PRP:det NOM,7,False,,,,False
31691,doctissimo,urines du matin,NOM PRP:det NOM,6,False,,,,False
31698,doctissimo,auprès des médecins,ADV PRP:det NOM,7,False,,,,False
31699,doctissimo,choses graves,NOM ADJ,3,False,,,,False
31700,doctissimo,prise au sérieux,NOM PRP:det NOM,11,False,,,,False
31701,doctissimo,grossesse extra-utérine,NOM ADJ,8,False,,,,True
31707,doctissimo,prendre les choses en main,VER:infi DET:ART NOM PRP NOM,9,False,,,,False
31711,doctissimo,mal à la vessie,ADV PRP DET:ART NOM,4,False,,,,False
31712,doctissimo,pharmacopée chinoise,NOM ADJ,3,False,,,,False
31718,doctissimo,litre par jour,NOM PRP NOM,6,False,,,,False
31725,doctissimo,mycose vaginale,NOM ADJ,17,False,,,,False
31727,doctissimo,vessie pleine,NOM ADJ,13,False,,,,False
31731,doctissimo,vingtaine d'années,NOM PRP NOM,6,False,,,,False
31733,doctissimo,forcément besoin,ADV NOM,6,False,,,,False
31734,doctissimo,besoin de quelque chose,NOM PRP PRO:IND NOM,5,False,,,,False
31740,doctissimo,conte de fée,NOM PRP NOM,3,False,,,,False
31745,doctissimo,point mort,NOM VER:pper,5,False,,,,False
31752,doctissimo,trés difficile,ADJ ADJ,11,False,,,,False
31753,doctissimo,agent de service,NOM PRP NOM,3,False,,,,False
31759,doctissimo,ansarrêt pilule,NOM NOM,6,False,,,,False
31762,doctissimo,vouloir un enfant,VER:infi DET:ART NOM,8,False,,,,False
31764,doctissimo,bonne vitalité,ADJ NOM,4,False,,,,False
31766,doctissimo,faire la gueule,VER:infi DET:ART NOM,3,False,,,,False
31767,doctissimo,savoir si quelqu\'un,NOM KON NOM,12,False,,,,False
31768,doctissimo,qu\'on vit,NOM VER:pres,3,False,,,,False
31770,doctissimo,envoie des bisous,VER:pres PRP:det NOM,4,False,,,,False
31781,doctissimo,fille j\'ai,NOM VER:simp,3,False,,,,False
31791,doctissimo,cas identique,NOM ADJ,3,False,,,,False
31794,doctissimo,demandé de faire un scanner,VER:pper PRP VER:infi DET:ART NOM,3,False,,,,False
31799,doctissimo,arrivé d'un coup,VER:pper PRP DET:ART NOM,3,False,,,,False
31800,doctissimo,fond de la langue,NOM PRP DET:ART NOM,7,False,,,,False
31802,doctissimo,extrêmement gênant,ADV ADJ,5,False,,,,False
31808,doctissimo,sens oppressée,VER:pres VER:pper,3,False,,,,False
31809,doctissimo,sensation de gêne,NOM PRP NOM,4,False,,,,False
31810,doctissimo,truc coincé,NOM VER:pper,3,False,,,,False
31817,doctissimo,peut-être liée,ADV VER:pper,3,False,,,,False
31818,doctissimo,tas de douleurs,NOM PRP NOM,4,False,,,,False
31823,doctissimo,belles couleurs,ADJ NOM,3,False,,,,False
31827,doctissimo,peau devient,NOM VER:pres,3,False,,,,False
31828,doctissimo,peau du visage,NOM PRP:det NOM,6,False,,,,False
31831,doctissimo,air efficace,NOM ADJ,5,False,,,,False
31837,doctissimo,rdv dispo,ADJ NOM,3,False,,,,False
31838,doctissimo,fausse joie,ADJ NOM,11,False,,,,False
31839,doctissimo,vite réalisé,ADV VER:pper,3,False,,,,False
31843,doctissimo,rdv pris,NOM VER:pper,13,False,,,,False
31845,doctissimo,prise de sang en fin,NOM PRP NOM PRP NOM,3,False,,,,False
31846,doctissimo,sang en fin,NOM PRP NOM,3,False,,,,False
31848,doctissimo,déjà félicitations,ADV NOM,4,False,,,,False
31853,doctissimo,partie du groupe,NOM PRP:det NOM,5,False,,,,False
31856,doctissimo,lait pasteurisé,NOM VER:pper,5,False,,,,False
